Должность,ЗП от,ЗП до,Валюта,Ссылка
Ведущий Инженер-конструктор,85000,,руб.,https://hh.ru/vacancy/77091679?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Ведущий инженер-конструктор,2400,,руб.,https://hh.ru/vacancy/76285735?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер - конструктор на разработку КМД (конструкции металлические деталировочные),150000,,руб.,https://hh.ru/vacancy/76287588?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,70000,80000,руб.,https://hh.ru/vacancy/76603190?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
"Инженер-конструктор (металлоконструкций, БМЗ)",100000,,руб.,https://hh.ru/vacancy/76752531?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,80000,,руб.,https://hh.ru/vacancy/72453249?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,45000,70000,руб.,https://hh.ru/vacancy/76225304?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,70000,90000,руб.,https://hh.ru/vacancy/72536776?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор на производство дизайнерских светильников,60000,,руб.,https://hh.ru/vacancy/76286969?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор проектировщик,,100000,руб.,https://hh.ru/vacancy/76564251?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,65000,100000,руб.,https://hh.ru/vacancy/73131012?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер конструктор (по проектированию оснастки)\ БРОНИРОВАНИЕ ОТ МОБИЛИЗАЦИИ,100000,,руб.,https://hh.ru/vacancy/75722955?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,70000,90000,руб.,https://hh.ru/vacancy/76244083?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,50000,,руб.,https://hh.ru/vacancy/76256436?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,80000,120000,руб.,https://hh.ru/vacancy/76509023?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,80000,,руб.,https://hh.ru/vacancy/76778730?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Ведущий инженер-конструктор,70000,,руб.,https://hh.ru/vacancy/76548898?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,80000,,руб.,https://hh.ru/vacancy/76819203?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор 1 категории,100000,,руб.,https://hh.ru/vacancy/76854074?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,70000,,руб.,https://hh.ru/vacancy/76577330?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Ведущий инженер-конструктор,60000,80000,руб.,https://hh.ru/vacancy/76996781?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,50,150000,руб.,https://hh.ru/vacancy/77179792?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,55000,,руб.,https://hh.ru/vacancy/76616419?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,60000,,руб.,https://hh.ru/vacancy/76789321?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,50000,80000,руб.,https://hh.ru/vacancy/76085524?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,80000,,руб.,https://hh.ru/vacancy/76395253?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,70000,90000,руб.,https://hh.ru/vacancy/72537324?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,90000,,руб.,https://hh.ru/vacancy/76505183?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Ведущий инженер-конструктор,150000,180000,руб.,https://hh.ru/vacancy/77097224?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер - конструктор,100000,100000,руб.,https://hh.ru/vacancy/76082019?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Ведущий инженер-конструктор,120000,,руб.,https://hh.ru/vacancy/76370274?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор / Инженер-проектировщик,70000,100000,руб.,https://hh.ru/vacancy/73016638?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,75000,95000,руб.,https://hh.ru/vacancy/76879713?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,60000,80000,руб.,https://hh.ru/vacancy/77091915?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,80000,,руб.,https://hh.ru/vacancy/76550940?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор (ИТ),70000,100000,руб.,https://hh.ru/vacancy/77108330?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,60000,,руб.,https://hh.ru/vacancy/76864716?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,65000,80000,руб.,https://hh.ru/vacancy/76782253?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор (торцевые уплотнения),,200000,руб.,https://hh.ru/vacancy/76599702?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор (проектирование и разработка 3D моделей оборудования),70000,150000,руб.,https://hh.ru/vacancy/76599476?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,90000,,руб.,https://hh.ru/vacancy/77139429?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,65000,,руб.,https://hh.ru/vacancy/76899515?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,63000,,руб.,https://hh.ru/vacancy/71292615?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,60000,100000,руб.,https://hh.ru/vacancy/76908859?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,,60000,руб.,https://hh.ru/vacancy/76100931?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,70000,,руб.,https://hh.ru/vacancy/76694606?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,80000,120000,руб.,https://hh.ru/vacancy/76097307?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор / проектировщик,60000,,руб.,https://hh.ru/vacancy/76362896?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,70000,,руб.,https://hh.ru/vacancy/76264913?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,60000,,руб.,https://hh.ru/vacancy/76794899?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,70000,80000,руб.,https://hh.ru/vacancy/76469629?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор / Ведущий инженер-конструктор,58300,86600,руб.,https://hh.ru/vacancy/77091130?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор 2-3 категории,85000,85000,руб.,https://hh.ru/vacancy/76270280?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
"Инженер-конструктор на завод ""ЗТО"" (металлообработка)",100000,,руб.,https://hh.ru/vacancy/76397353?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор (с переездом ),74000,,руб.,https://hh.ru/vacancy/77022874?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,,80000,руб.,https://hh.ru/vacancy/77127027?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,70000,90000,руб.,https://hh.ru/vacancy/77083928?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,80000,,руб.,https://hh.ru/vacancy/77068373?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,75000,,руб.,https://hh.ru/vacancy/77031612?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Ведущий инженер-конструктор,110000,,руб.,https://hh.ru/vacancy/77134585?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор надувных изделий из ткани ПВХ,100000,,руб.,https://hh.ru/vacancy/76327926?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,45000,,руб.,https://hh.ru/vacancy/76545878?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор по штамповой оснастке,60000,70000,руб.,https://hh.ru/vacancy/76413535?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,70000,100000,руб.,https://hh.ru/vacancy/76846256?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,,120000,руб.,https://hh.ru/vacancy/77023073?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,60000,85000,руб.,https://hh.ru/vacancy/76894172?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,50000,100000,руб.,https://hh.ru/vacancy/77110795?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Ведущий Инженер-конструктор,70000,100000,руб.,https://hh.ru/vacancy/76586647?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,65000,,руб.,https://hh.ru/vacancy/76947847?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,75000,,руб.,https://hh.ru/vacancy/75557815?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,70000,100000,руб.,https://hh.ru/vacancy/76102909?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,60000,,руб.,https://hh.ru/vacancy/76018306?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,75000,,руб.,https://hh.ru/vacancy/76381629?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
"Инженер-конструктор 1,2 категория, ведущий",60000,110000,руб.,https://hh.ru/vacancy/76236823?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор (г.Челябинск),70000,,руб.,https://hh.ru/vacancy/76917944?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,70000,,руб.,https://hh.ru/vacancy/76914735?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор / схемотехник,100000,130000,руб.,https://hh.ru/vacancy/76704875?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,70000,,руб.,https://hh.ru/vacancy/76829653?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,45000,,руб.,https://hh.ru/vacancy/77128259?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Ведущий инженер-конструктор,78000,104000,руб.,https://hh.ru/vacancy/69748981?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор ПГС,50000,100000,руб.,https://hh.ru/vacancy/76118564?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер - конструктор (машиностроение),60000,,руб.,https://hh.ru/vacancy/76996031?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,105000,105000,руб.,https://hh.ru/vacancy/73765125?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,50000,,руб.,https://hh.ru/vacancy/76728141?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,80000,,руб.,https://hh.ru/vacancy/76769318?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,65000,90000,руб.,https://hh.ru/vacancy/76273624?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,50000,100000,руб.,https://hh.ru/vacancy/76943697?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор на производство,55000,,руб.,https://hh.ru/vacancy/76077536?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор,50000,90000,руб.,https://hh.ru/vacancy/76968376?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
Инженер-конструктор ПГС,100000,,руб.,https://hh.ru/vacancy/76264193?from=vacancy_search_list&query=%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80-%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%82%D0%BE%D1%80
